-6.4926,-32.277
-5.5813,-31.338
-4.8246,-30.212
-4.2349,-28.919
-3.8221,-27.479
-3.5928,-25.917
-3.5508,-24.257
-3.6968,-22.527
-4.0284,-20.756
-4.5401,-18.973
-5.2236,-17.206
-6.0676,-15.485
-7.0583,-13.838
-8.1794,-12.293
-9.4125,-10.874
-10.737,-9.6049
-12.132,-8.5065
-13.574,-7.5968
-15.039,-6.8908
-16.504,-6.4
-17.944,-6.1325
-19.336,-6.0928
-20.656,-6.2814
-21.884,-6.6952
-22.998,-7.3275
-23.982,-8.1679
-24.817,-9.2026
-25.492,-10.415
-25.994,-11.784
-26.316,-13.288
-26.452,-14.903
-26.4,-16.601
-26.16,-18.355
-25.738,-20.136
-25.139,-21.915
-24.374,-23.662
-23.454,-25.349
-22.396,-26.949
-21.217,-28.434
-19.935,-29.781
-18.573,-30.967
-17.151,-31.973
-15.695,-32.783
-14.227,-33.382
-12.771,-33.762
-11.353,-33.916
-9.9938,-33.841
-8.7171,-33.54
-7.5436,-33.015
-6.4926,-32.277
