26.909,21.843
26.623,23.732
26.146,25.559
25.485,27.295
24.653,28.911
23.662,30.381
22.529,31.68
21.272,32.788
19.913,33.685
18.472,34.358
16.975,34.796
15.445,34.99
13.908,34.938
12.389,34.641
10.912,34.103
9.5031,33.334
8.1842,32.346
6.9772,31.155
5.9019,29.781
4.976,28.246
4.2147,26.576
3.6305,24.798
3.233,22.941
3.0287,21.036
3.0209,19.114
3.2099,17.207
3.5925,15.345
4.1623,13.56
4.9102,11.88
5.8236,10.334
6.8878,8.9467
8.0852,7.7407
9.3961,6.7361
10.799,5.9492
12.271,5.3931
13.788,5.0767
15.324,5.0055
16.856,5.1804
18.356,5.5987
19.802,6.2535
21.169,7.1339
22.435,8.2256
23.578,9.5107
24.581,10.968
25.426,12.574
26.1,14.301
26.592,16.122
26.894,18.007
27,19.925
26.909,21.843
