-18.948,33.233
-19.717,33.607
-20.722,33.74
-21.969,33.653
-23.457,33.357
-25.181,32.856
-27.135,32.154
-29.316,31.25
-31.726,30.142
-34.386,28.816
-37.361,27.234
-40.947,25.224
-45.674,22.478
-48.844,20.557
-51.527,18.84
-53.869,17.247
-55.91,15.755
-57.661,14.359
-59.125,13.059
-60.297,11.859
-61.171,10.762
-61.74,9.768
-61.993,8.8707
-61.904,8.0344
-61.36,7.0672
-60.696,6.5467
-59.811,6.2981
-58.685,6.2767
-57.317,6.4688
-55.71,6.8678
-53.87,7.4698
-51.803,8.2729
-49.508,9.2781
-46.977,10.492
-44.174,11.938
-40.97,13.69
-36.296,16.367
-32.661,18.519
-29.767,20.32
-27.263,21.97
-25.074,23.511
-23.179,24.955
-21.571,26.303
-20.252,27.554
-19.228,28.703
-18.505,29.748
-18.093,30.692
-18.006,31.55
-18.313,32.437
-18.948,33.233
