29.985,12.054
29.936,12.351
29.853,12.528
29.732,12.652
29.569,12.746
29.359,12.819
29.089,12.876
28.744,12.921
28.291,12.954
27.667,12.978
26.698,12.993
24.386,13
-5.7377,12.998
-7.1711,12.988
-7.9581,12.969
-8.4979,12.941
-8.9001,12.904
-9.2108,12.854
-9.4539,12.791
-9.6434,12.71
-9.7877,12.604
-9.8923,12.461
-9.9608,12.248
-9.9952,11.827
-9.9965,4.2322
-9.9647,3.7736
-9.899,3.5521
-9.7973,3.4054
-9.6562,3.2977
-9.4706,3.215
-9.2321,3.1504
-8.9274,3.0999
-8.5336,3.0611
-8.0072,3.0326
-7.247,3.0133
-5.9028,3.0026
23.938,3.0002
26.594,3.006
27.608,3.0203
28.25,3.0434
28.713,3.0761
29.065,3.1196
29.34,3.1757
29.555,3.2473
29.721,3.3394
29.845,3.4612
29.931,3.6326
29.982,3.9139
30,5.0548
29.985,12.054
