37.179,23.064
36.965,23.796
36.473,24.596
35.71,25.452
34.689,26.351
33.426,27.276
31.944,28.213
30.265,29.147
28.418,30.061
26.432,30.942
24.341,31.775
22.179,32.546
19.981,33.242
17.783,33.852
15.621,34.366
13.532,34.775
11.548,35.073
9.7037,35.255
8.0282,35.318
6.5493,35.261
5.2912,35.084
4.2747,34.791
3.5163,34.387
3.0286,33.878
2.8196,33.272
2.8927,32.579
3.2467,31.812
3.8758,30.982
4.7696,30.103
5.9135,29.189
7.2887,28.256
8.8727,27.319
10.639,26.393
12.56,25.493
14.602,24.634
16.733,23.831
18.918,23.096
21.121,22.442
23.305,21.879
25.435,21.416
27.475,21.062
29.393,20.821
31.157,20.699
32.737,20.696
34.109,20.813
35.248,21.048
36.138,21.397
36.762,21.855
37.111,22.414
37.179,23.064
